loss_train,loss_val,acc_train,acc_val
0.3953757584095001,0.1463950127363205,0.8252225518226624,0.9582153558731079
0.19585192203521729,0.11475581675767899,0.9279576539993286,0.9668065905570984
0.1650988906621933,0.09372052550315857,0.9421892762184143,0.9721761345863342
0.14357060194015503,0.07981735467910767,0.9507191777229309,0.9780337810516357
0.12812501192092896,0.07202700525522232,0.9573507308959961,0.9795958399772644
0.11642257869243622,0.06809632480144501,0.9621334075927734,0.9808650016784668
0.10783826559782028,0.0638289824128151,0.9655671715736389,0.9824270009994507
0.10266779363155365,0.0639912337064743,0.9681239724159241,0.9813531041145325
0.09783647209405899,0.05986371263861656,0.9696982502937317,0.982817530632019
0.09397970139980316,0.0570649579167366,0.971367597579956,0.9840866923332214
0.09173830598592758,0.05977483466267586,0.9721071720123291,0.9815483689308167
0.09011146426200867,0.05874386057257652,0.9729171991348267,0.981938898563385
0.08864514529705048,0.05925535410642624,0.9731707572937012,0.9818412661552429
0.08701341599225998,0.06073835864663124,0.9738645553588867,0.9810602068901062
0.08652602881193161,0.05965486168861389,0.9738328456878662,0.981938898563385
0.08520443737506866,0.059095460921525955,0.9745759963989258,0.9820365309715271
0.08470555394887924,0.05727604031562805,0.9746605157852173,0.982719898223877
0.08387844264507294,0.058434538543224335,0.975054919719696,0.9818412661552429
0.08314228057861328,0.05749758332967758,0.9751781821250916,0.9830127954483032
0.08235250413417816,0.05960376560688019,0.9754951596260071,0.9817436337471008
